sno,Temperature,pH,Turbidity,Water_quality
2582,22.5,9.1,213,Good
2583,22.51,9.1,213,Good
2584,22.48,9.1,213,Good
2585,22.47,7.7,213,Good
2586,22.45,7.7,213,Good
2587,22.47,7.7,213,Good
2588,22.45,7.71,213,Good
2589,22.44,7.71,213,Good
2590,22.42,7.71,213,Good
2591,22.41,7.71,213,Good
2592,22.41,7.72,213,Good
2593,22.41,7.72,213,Good
2594,22.4,7.73,213,Good
2595,22.4,7.73,213,Good
2596,22.39,7.73,213,Good
2597,22.37,7.74,213,Good
2598,22.36,7.74,213,Good
2599,22.37,7.74,213,Good
2600,22.39,7.75,213,Good
2601,22.4,7.75,213,Good
2602,22.37,7.75,213,Good
2603,22.39,7.76,213,Good
2604,22.36,7.76,213,Good
2605,22.35,7.76,213,Good
2606,22.35,7.77,213,Good
2607,22.33,7.77,213,Good
2608,22.34,7.77,213,Good
2609,22.35,7.78,214,Good
2610,22.36,7.78,214,Good
2611,22.38,7.79,214,Good
2612,22.36,7.79,214,Good
2613,22.37,7.79,214,Good
2614,22.37,7.8,214,Good
2615,22.36,7.8,214,Good
2616,22.37,7.8,214,Good
2617,22.37,7.8,214,Good
2618,22.36,7.81,214,Good
2619,22.34,7.81,214,Good
2620,22.32,7.81,214,Good
2621,22.31,7.82,214,Good
2622,22.3,7.82,214,Good
2623,22.32,7.82,214,Good
2624,22.3,7.83,214,Good
2625,22.28,7.83,214,Good
2626,22.3,7.83,214,Good
2627,22.31,7.84,214,Good
2628,22.28,7.84,214,Good
2629,22.26,7.84,214,Good
2630,22.28,7.84,214,Good
2631,22.26,7.85,214,Good
2632,22.27,7.85,214,Good
2633,22.28,7.85,214,Good
2634,22.3,7.86,214,Good
2635,22.27,7.86,214,Good
2636,22.28,7.86,214,Good
2637,22.29,7.86,214,Good
2638,22.26,7.87,214,Good
2639,22.25,7.87,214,Good
2640,22.27,7.87,214,Good
2641,22.27,7.88,214,Good
2642,22.24,7.88,214,Good
2643,22.21,7.88,214,Good
2644,22.18,7.88,214,Good
2645,22.18,7.89,214,Good
2646,22.18,7.89,214,Good
2647,22.15,7.89,214,Good
2648,22.13,7.89,214,Good
2649,22.11,7.9,214,Good
2650,22.1,7.9,214,Good
2651,22.12,7.9,214,Good
2652,22.14,7.9,214,Good
2653,22.11,7.91,214,Good
2654,22.09,7.91,214,Good
2655,22.07,7.91,214,Good
2656,22.08,7.92,214,Good
2657,22.05,7.92,214,Good
2658,22.05,7.92,214,Good
2659,22.07,7.92,214,Good
2660,22.07,7.93,214,Good
2661,22.08,7.93,214,Good
2662,22.07,7.93,214,Good
2663,22.07,7.93,214,Good
2664,22.07,7.94,214,Good
2665,22.08,7.94,214,Good
2666,22.05,7.94,214,Good
2667,22.05,7.94,214,Good
2668,22.02,7.95,214,Good
2669,22.02,7.95,214,Good
2670,21.99,7.95,214,Good
2671,22.01,7.95,214,Good
2672,21.99,7.96,214,Good
2673,21.98,7.96,214,Good
2674,21.97,7.96,214,Good
2675,21.94,7.96,215,Good
2676,21.95,7.97,215,Good
2677,21.92,7.97,215,Good
2678,21.93,7.97,215,Good
2679,21.9,7.97,215,Good
2680,21.91,7.97,215,Good
2681,21.92,5.99,215,Good
2682,21.93,5.99,215,Good
2683,21.91,5.99,215,Good
2684,21.9,5.99,215,Good
2685,21.9,7.99,215,Good
2686,21.89,7.99,215,Good
2687,31.91,7.99,215,Good
2688,21.84,7.99,215,Good
2689,21.83,7.99,215,Good
2690,21.83,8,215,Good
2691,21.83,8,215,Good
2692,21.81,8,215,Good
2693,21.78,8,215,Good
2694,21.77,8.01,215,Good
2695,21.79,8.01,215,Good
2696,21.79,8.01,215,Good
2697,21.77,8.01,215,Good
2698,21.75,8.01,215,Good
2699,21.73,8.02,215,Good
2700,21.75,8.02,215,Good
2701,21.74,8.02,215,Good
2702,21.71,8.02,215,Good
2703,21.7,8.02,215,Good
2704,21.71,8.03,215,Good
2705,31.55,8.03,215,Good
2706,21.71,8.03,215,Good
2707,21.71,8.03,215,Good
2708,21.72,8.03,215,Good
2709,21.7,8.04,215,Good
2710,21.68,8.04,215,Good
2711,21.68,8.04,215,Good
2712,31.55,8.04,215,Good
2713,21.66,8.04,215,Good
2714,21.64,8.05,215,Good
2715,21.63,8.05,215,Good
2716,21.61,8.05,215,Good
2717,21.62,8.05,215,Good
2718,21.63,8.05,215,Good
2719,21.64,8.05,215,Good
2720,21.61,8.06,215,Good
2721,21.59,8.06,215,Good
2722,21.59,8.06,215,Good
2723,21.6,8.06,215,Good
2724,21.61,8.06,215,Good
2725,21.59,8.07,215,Good
2726,21.59,8.07,215,Good
2727,21.57,8.07,215,Good
2728,21.59,8.07,216,Good
2729,21.56,8.07,216,Good
2730,21.54,8.08,216,Good
2731,21.51,8.08,216,Good
2732,31.3,8.08,216,Good
2733,21.51,8.08,216,Good
2734,31.3,8.08,216,Good
2735,21.5,8.08,216,Good
2736,31.3,8.09,216,Good
2737,21.51,8.09,216,Good
2738,21.51,8.09,216,Good
2739,21.51,8.09,216,Good
2740,31.43,8.09,216,Good
2741,21.47,8.1,216,Good
2742,21.45,8.1,216,Good
2743,21.43,8.1,216,Good
2744,21.44,8.1,216,Good
2745,21.44,8.1,216,Good
2746,21.44,8.1,216,Good
2747,21.43,8.11,216,Good
2748,21.4,8.11,216,Good
2749,21.38,8.11,216,Good
2750,21.36,8.11,216,Good
2751,21.33,8.11,216,Good
2752,21.32,8.12,216,Good
2753,21.31,8.12,216,Good
2754,21.33,8.12,216,Good
2755,21.35,8.12,216,Good
2756,21.35,8.12,216,Good
2757,21.33,8.12,216,Good
2758,21.31,8.13,216,Good
2759,21.29,8.13,216,Good
2760,21.29,8.13,216,Good
2761,21.32,8.13,216,Good
2762,21.3,8.13,216,Good
2763,21.31,8.13,216,Good
2764,21.31,8.14,216,Good
2765,21.3,8.14,216,Good
2766,21.3,8.14,216,Good
2767,21.32,8.14,216,Good
2768,21.33,8.14,216,Good
2769,21.33,8.14,216,Good
2770,21.32,8.15,216,Good
2771,21.32,8.15,216,Good
2772,21.3,8.15,216,Good
2773,21.31,8.15,216,Good
2774,21.28,8.15,216,Good
2775,21.27,8.15,216,Good
2776,21.28,8.15,216,Good
2777,21.26,8.16,216,Good
2778,21.25,8.16,216,Good
2779,21.25,8.16,216,Good
2780,21.25,8.16,216,Good
2781,21.25,8.16,216,Good
2782,21.25,8.16,216,Good
2783,21.26,8.17,216,Good
2784,21.27,8.17,216,Good
2785,21.25,8.17,216,Good
2786,21.24,8.17,216,Good
2787,21.25,8.17,216,Good
2788,21.24,8.17,216,Good
2789,21.25,8.18,216,Good
2790,21.23,8.18,216,Good
2791,21.24,8.18,216,Good
2792,21.23,8.18,216,Good
2793,21.24,8.18,216,Good
2794,21.23,8.18,216,Good
2795,21.22,8.18,216,Good
2796,21.22,8.19,216,Good
2797,21.21,8.19,216,Good
2798,21.2,8.19,216,Good
2799,31.99,8.19,216,Good
2800,21.16,8.19,216,Good
2801,21.16,8.19,216,Good
2802,21.15,8.19,216,Good
2803,21.15,8.2,216,Good
2804,21.16,8.2,216,Good
2805,21.14,8.2,216,Good
2806,21.15,8.2,216,Good
2807,21.12,8.2,216,Good
2808,21.12,8.2,216,Good
2809,21.13,8.2,216,Good
2810,21.12,8.21,216,Good
2811,31.8,8.21,216,Good
2812,21.1,8.21,216,Good
2813,31.8,8.21,216,Good
2814,21.09,8.21,216,Good
2815,21.1,8.21,216,Good
2816,31.8,8.21,216,Good
2817,31.8,8.22,216,Good
2818,21.12,8.22,216,Good
2819,31.8,8.22,216,Good
2820,21.08,8.22,216,Good
2821,21.05,8.22,216,Good
2822,21.06,8.22,216,Good
2823,21.07,8.22,260,Good
2824,21.07,8.22,260,Good
2825,21.08,8.23,260,Good
2826,21.05,8.23,260,Good
2827,21.05,8.23,260,Good
2828,17.86,8.23,260,Bad
2829,21.02,8.23,260,Good
2830,17.86,8.23,260,Bad
2831,21,8.23,260,Good
2832,20.99,8.24,260,Good
2833,20.98,8.24,260,Good
2834,20.97,8.24,260,Good
2835,20.98,8.24,260,Good
2836,20.97,8.24,260,Good
2837,20.99,8.24,260,Good
2838,20.96,8.24,260,Good
2839,20.94,8.24,260,Good
2840,20.96,8.25,260,Good
2841,20.94,8.25,260,Good
2842,20.92,8.25,260,Good
2843,20.92,8.25,260,Good
2844,20.93,8.25,260,Good
2845,20.92,8.25,260,Good
2846,20.92,8.25,260,Good
2847,20.9,8.25,260,Good
2848,20.89,9.1,260,Bad
2849,20.9,9.1,260,Bad
2850,20.91,9.1,260,Bad
2851,20.91,9.1,260,Bad
2852,20.91,9.1,260,Bad
2853,20.91,9.1,260,Bad
2854,20.9,9.1,260,Bad
2855,20.91,9.1,260,Bad
2856,20.9,9.25,260,Bad
2857,20.88,9.25,260,Bad
2858,20.86,9.25,260,Bad
2859,20.84,9.25,260,Bad
2860,20.85,9.25,260,Bad
2861,20.86,9.25,260,Bad
2862,20.85,9.25,260,Bad
2863,20.82,9.25,260,Bad
2864,20.82,9.3,260,Bad
2865,20.82,9.3,260,Bad
2866,20.8,9.3,260,Bad
2867,20.8,9.3,260,Bad
2868,20.77,9.3,260,Bad
2869,20.77,9.3,260,Bad
2870,20.78,9.3,260,Bad
2871,20.76,9.3,260,Bad
2872,20.74,9.3,260,Bad
2873,20.71,9.4,260,Bad
2874,20.72,9.4,260,Bad
2875,20.72,9.4,260,Bad
2876,20.7,9.4,260,Bad
2877,20.67,9.4,260,Bad
2878,20.68,9.4,260,Bad
2879,20.67,9.4,260,Bad
2880,20.66,9.4,260,Bad
2881,20.63,8.3,260,Good
2882,17.7,8.3,260,Bad
2883,20.63,8.3,260,Good
2884,16.94,8.3,260,Bad
2885,20.59,8.3,260,Good
2886,20.57,8.3,260,Good
2887,20.58,8.3,260,Good
2888,20.59,8.3,260,Good
2889,20.6,8.31,260,Good
2890,20.59,8.31,260,Good
2891,20.56,8.31,260,Good
2892,20.57,8.31,260,Good
2893,20.57,8.31,260,Good
2894,20.56,8.31,260,Good
2895,20.56,8.31,260,Good
2896,20.55,8.31,260,Good
2897,20.55,8.32,260,Good
2898,20.52,8.32,260,Good
2899,20.53,8.32,260,Good
2900,20.52,8.32,260,Good
2901,20.53,8.32,260,Good
2902,20.54,8.32,260,Good
2903,20.56,8.32,260,Good
2904,20.57,8.32,260,Good
2905,20.58,8.33,260,Good
2906,20.59,8.33,260,Good
2907,20.57,8.33,218,Good
2908,20.58,8.33,218,Good
2909,20.55,8.33,218,Good
2910,20.56,8.33,218,Good
2911,20.55,8.33,218,Good
2912,20.52,8.33,218,Good
2913,20.49,8.34,218,Good
2914,20.5,8.34,218,Good
2915,20.5,8.34,218,Good
2916,20.51,8.34,218,Good
2917,20.51,8.34,218,Good
2918,20.52,8.34,218,Good
2919,20.51,8.34,218,Good
2920,20.5,8.34,218,Good
2921,20.46,9.73,218,Good
2922,20.47,9.73,218,Good
2923,20.48,9.73,218,Good
2924,20.47,9.73,218,Good
2925,20.44,9.73,218,Good
2926,20.42,9.73,218,Good
2927,20.4,9.73,218,Good
2928,20.41,9.73,218,Good
2929,20.42,9.73,218,Good
2930,20.4,8.36,218,Good
2931,20.41,8.36,218,Good
2932,20.39,8.36,218,Good
2933,20.38,8.36,218,Good
2934,20.39,8.36,218,Good
2935,20.4,8.36,218,Good
2936,20.38,8.36,218,Good
2937,20.37,8.36,218,Good
2938,20.37,8.37,218,Good
2939,20.34,8.37,218,Good
2940,20.36,8.37,218,Good
2941,20.33,8.37,218,Good
2942,20.33,8.37,218,Good
2943,20.32,8.37,218,Good
2944,20.3,8.37,218,Good
2945,20.27,8.37,218,Good
2946,20.25,8.37,218,Good
2947,20.27,8.37,218,Good
2948,20.25,8.38,218,Good
2949,20.26,8.38,218,Good
2950,20.25,8.38,218,Good
2951,20.22,8.38,218,Good
2952,20.22,8.38,218,Good
2953,20.22,8.38,218,Good
2954,20.2,8.38,218,Good
2955,20.22,8.38,218,Good
2956,20.22,9,218,Good
2957,20.23,9,218,Good
2958,20.23,9,218,Good
2959,20.22,9,218,Good
2960,20.22,9,218,Good
2961,20.22,9,218,Good
2962,20.2,9,218,Good
2963,20.18,9,218,Good
2964,20.19,8.4,218,Good
2965,20.16,8.4,218,Good
2966,20.14,8.4,218,Good
2967,20.16,8.4,218,Good
2968,20.13,8.4,218,Good
2969,20.12,8.4,218,Good
2970,20.14,8.4,218,Good
2971,20.13,8.4,218,Good
2972,20.11,8.4,218,Good
2973,20.1,10.5,218,Good
2974,20.11,10.5,218,Good
2975,20.1,10.5,218,Good
2976,20.1,10.5,218,Good
2977,20.07,10.5,218,Good
2978,20.04,10.5,218,Good
2979,20.06,10.5,218,Good
2980,20.04,10.5,218,Good
2981,20.04,10.5,218,Good
2982,20.01,10.5,218,Good
2983,20.02,10.5,218,Good
2984,20,8.42,218,Good
2985,19.99,8.42,218,Good
2986,19.99,8.42,218,Good
2987,20,8.42,218,Good
2988,20,8.42,218,Good
2989,20,8.42,218,Good
2990,20.01,8.42,218,Good
2991,20.01,8.42,218,Good
2992,20.02,8.42,218,Good
2993,20.04,8.42,218,Good
2994,20.04,8.42,218,Good
2995,20.04,8.42,218,Good
2996,20.05,8.42,218,Good
2997,20.06,8.42,218,Good
2998,20.04,8.42,218,Good
2999,20.04,8.42,218,Good
3000,20.01,10.1,218,Good
3001,19.99,10.1,218,Good
3002,19.96,10.1,218,Good
3003,19.96,10.1,218,Good
3004,19.94,10.1,218,Good
3005,19.93,10.1,218,Good
3006,19.91,10.1,218,Good
3007,19.91,10.1,218,Good
3008,19.92,10.1,218,Good
3009,19.91,10.1,218,Good
3010,19.92,10.1,218,Good
3011,19.91,10.1,218,Good
3012,19.91,10.1,218,Good
3013,19.91,10.1,218,Good
3014,19.92,10.1,218,Good
3015,19.92,10.1,218,Good
3016,19.91,10.1,218,Good
3017,19.9,10.1,218,Good
3018,19.88,10.1,218,Good
3019,19.9,10.1,218,Good
3020,19.87,10.1,218,Good
3021,19.86,10.1,218,Good
3022,19.84,10.1,218,Good
3023,19.81,10.1,218,Good
3024,19.78,10.1,218,Good
3025,19.77,10.1,218,Good
3026,19.78,10.1,218,Good
3027,19.78,10.1,218,Good
3028,19.8,10.1,218,Good
3029,19.77,10.1,218,Good
3030,19.76,10.1,218,Good
3031,19.77,10.1,218,Good
3032,19.78,10.1,218,Good
3033,19.79,10.1,218,Good
3034,19.8,10.1,218,Good
3035,19.78,10.1,218,Good
3036,19.75,10.1,218,Good
3037,19.77,10.1,218,Good
3038,19.77,10.1,218,Good
3039,19.73,10.1,218,Good
3040,19.74,10.1,218,Good
3041,19.74,10.1,218,Good
3042,19.75,10.1,218,Good
3043,19.74,10.1,218,Good
3044,19.73,10.1,218,Good
3045,19.73,10.1,218,Good
3046,19.74,10.1,218,Good
3047,19.73,10.1,218,Good
3048,30.1,10.1,218,Bad
3049,19.68,10.1,218,Good
3050,19.67,10.1,218,Good
3051,19.65,10.1,218,Good
3052,19.67,10.1,218,Good
3053,19.68,10.1,218,Good
3054,19.69,10.1,218,Good
3055,30.1,10.1,218,Bad
3056,30.1,10.1,218,Bad
3057,19.72,10.1,218,Good
3058,19.72,10.1,218,Good
3059,19.73,10.1,218,Good
3060,19.7,10.1,218,Good
3061,30.1,10.1,218,Bad
3062,30.1,10.1,218,Bad
3063,19.68,10.1,218,Good
3064,19.65,10.1,218,Good
3065,19.67,10.1,218,Good
3066,19.67,10.1,218,Good
3067,19.64,10.1,218,Good
3068,19.65,10.1,218,Good
3069,19.67,10.1,218,Good
3070,19.66,10.1,218,Good
3071,19.66,10.1,218,Good
3072,19.63,10.1,218,Good
3073,19.63,10.1,218,Good
3074,19.62,10.1,218,Good
3075,19.61,10.1,218,Good
3076,19.58,10.1,218,Good
3077,19.54,10.1,218,Good
3078,19.54,10.1,218,Good
3079,19.54,10.1,218,Good
3080,19.56,8.42,218,Good
3081,19.53,8.42,218,Good
3082,19.53,8.42,218,Good
3083,19.52,8.42,218,Good
3084,19.5,8.42,218,Good
3085,19.5,8.42,218,Good
3086,19.49,8.42,218,Good
3087,19.47,8.42,218,Good
3088,19.49,8.42,218,Good
3089,19.47,8.42,218,Good
3090,19.45,8.42,218,Good
3091,19.45,8.42,218,Good
3092,19.43,8.42,218,Good
3093,19.41,8.42,218,Good
3094,19.41,8.42,218,Good
3095,19.41,8.42,218,Good
3096,19.41,8.42,218,Good
3097,19.39,8.42,218,Good
3098,19.37,10.5,218,Good
3099,19.37,10.5,218,Good
3100,19.35,10.5,218,Good
3101,19.36,10.5,218,Good
3102,19.37,10.5,218,Good
3103,19.36,10.5,218,Good
3104,19.34,10.5,218,Good
3105,19.31,10.5,218,Good
3106,19.3,10.5,218,Good
3107,19.28,10.5,218,Good
3108,19.26,10.5,218,Good
3109,15.19,10.5,218,Bad
3110,19.29,10.5,218,Good
3111,19.28,10.5,218,Good
3112,15.19,10.5,218,Bad
3113,19.26,8.4,218,Good
3114,19.26,8.4,218,Good
3115,19.24,8.4,218,Good
3116,19.24,8.4,218,Good
3117,19.24,8.4,218,Good
3118,19.23,8.4,218,Good
3119,19.25,8.4,218,Good
3120,19.24,8.4,218,Good
3121,19.23,8.4,218,Good
3122,19.23,8.4,218,Good
3123,19.21,8.4,218,Good
3124,16.6,8.4,218,Good
3125,19.2,9,218,Good
3126,19.21,9,218,Good
3127,19.21,9,218,Good
3128,19.23,9,218,Good
3129,19.21,9,218,Good
3130,19.21,9,218,Good
3131,16.6,9,218,Good
3132,19.2,9,218,Good
3133,19.22,9,218,Good
3134,19.21,9,218,Good
3135,19.22,9,218,Good
3136,16.6,9,218,Good
3137,19.17,8.38,218,Good
3138,19.14,8.38,218,Good
3139,30.5,8.38,218,Good
3140,19.16,8.38,218,Good
3141,19.16,8.38,218,Good
3142,19.17,8.38,218,Good
3143,19.17,8.38,218,Good
3144,19.14,8.38,218,Good
3145,30.5,8.38,218,Good
3146,19.14,8.37,218,Good
3147,19.13,8.37,218,Good
3148,19.13,8.37,218,Good
3149,19.14,8.37,218,Good
3150,30.5,8.37,218,Good
3151,19.12,8.37,218,Good
3152,19.1,8.37,218,Good
3153,19.11,8.37,218,Good
3154,19.11,8.37,218,Good
3155,19.1,8.37,218,Good
3156,19.08,8.36,218,Good
3157,31.45,8.36,218,Good
3158,19.08,8.36,218,Good
3159,31.45,8.36,218,Good
3160,19.05,8.36,218,Good
3161,19.07,8.36,218,Good
3162,19.08,8.36,218,Good
3163,19.09,8.36,218,Good
3164,19.1,9.73,218,Good
3165,19.1,9.73,218,Good
3166,19.09,9.73,218,Good
3167,19.07,9.73,218,Good
3168,19.08,9.73,218,Good
3169,19.08,9.73,218,Good
3170,19.09,9.73,218,Good
3171,19.1,9.73,218,Good
3172,19.07,9.73,218,Good
3173,19.07,8.34,218,Good
3174,19.07,8.34,218,Good
3175,31.45,8.34,218,Good
3176,16,8.34,218,Good
3177,19,8.34,218,Good
3178,18.98,8.34,218,Good
3179,18.98,8.34,218,Good
3180,18.98,8.34,218,Good
3181,18.99,8.33,218,Good
3182,18.97,8.33,218,Good
3183,18.99,8.33,218,Good
3184,18.96,8.33,218,Good
3185,18.96,8.33,218,Good
3186,18.95,8.33,218,Good
3187,18.95,8.33,218,Good
3188,18.92,8.33,218,Good
3189,18.92,8.32,218,Good
3190,18.92,8.32,218,Good
3191,18.94,8.32,218,Good
3192,18.94,8.32,218,Good
3193,18.91,8.32,218,Good
3194,18.91,8.32,218,Good
3195,18.89,8.32,218,Good
3196,18.87,8.32,218,Good
3197,18.85,8.31,218,Good
3198,18.83,8.31,218,Good
3199,18.85,8.31,218,Good
3200,18.86,8.31,218,Good
3201,18.87,8.31,218,Good
3202,18.86,8.31,218,Good
3203,18.85,8.31,218,Good
3204,18.83,8.3,260,Good
3205,18.82,8.3,260,Good
3206,18.79,8.3,260,Good
3207,18.81,8.3,260,Good
3208,18.79,8.3,260,Good
3209,18.77,8.3,260,Good
3210,18.76,8.3,260,Good
3211,18.74,8.3,260,Good
3212,18.71,9.4,260,Bad
3213,18.72,9.4,260,Bad
3214,18.7,9.4,260,Bad
3215,18.67,9.4,260,Bad
3216,18.65,9.4,260,Bad
3217,18.63,9.4,260,Bad
3218,18.63,9.4,260,Bad
3219,18.63,9.4,260,Bad
3220,18.63,9.4,260,Bad
3221,18.6,9.4,260,Bad
3222,31,9.3,260,Bad
3223,18.6,9.3,260,Bad
3224,18.6,9.3,260,Bad
3225,18.61,9.3,260,Bad
3226,18.61,9.3,260,Bad
3227,31.88,9.3,260,Bad
3228,18.6,9.3,260,Bad
3229,18.62,9.3,260,Bad
3230,18.6,9.3,260,Bad
3231,18.6,9.25,260,Bad
3232,18.61,9.25,260,Bad
3233,31,9.25,260,Bad
3234,18.56,9.25,260,Bad
3235,18.56,9.25,260,Bad
3236,18.57,9.25,260,Bad
3237,18.57,9.25,260,Bad
3238,31,9.25,260,Bad
3239,18.56,9.25,260,Bad
3240,18.55,9.25,260,Bad
3241,18.56,9.25,260,Bad
3242,18.56,9.1,260,Bad
3243,18.56,9.1,260,Bad
3244,18.56,9.1,260,Bad
3245,18.55,9.1,260,Bad
3246,18.56,9.1,260,Bad
3247,31,9.1,260,Bad
3248,18.56,9.1,260,Bad
3249,18.54,9.1,260,Bad
3250,18.53,9.1,260,Bad
3251,18.52,9.1,260,Bad
3252,18.53,9.1,260,Bad
3253,18.55,9.1,260,Bad
3254,18.56,9.1,260,Bad
3255,18.55,9.1,260,Bad
3256,18.54,8.25,216,Good
3257,18.55,8.25,216,Good
3258,18.52,8.25,216,Good
3259,18.5,8.25,216,Good
3260,18.48,8.25,216,Good
3261,18.46,8.25,216,Good
3262,18.44,8.25,216,Good
3263,18.45,8.25,216,Good
3264,18.46,8.25,216,Good
3265,18.45,8.25,216,Good
3266,18.44,8.25,216,Good
3267,18.44,8.25,216,Good
3268,18.42,8.25,216,Good
3269,18.39,8.25,216,Good
3270,18.39,8.25,216,Good
3271,18.39,8.25,216,Good
3272,18.41,8.25,216,Good
3273,15.5,8.25,216,Good
3274,18.39,8.25,216,Good
3275,18.4,8.25,216,Good
3276,18.39,8.25,216,Good
3277,18.39,8.24,216,Good
3278,18.36,8.24,216,Good
3279,18.35,8.24,216,Good
3280,18.34,8.24,216,Good
3281,18.36,8.24,216,Good
3282,18.33,8.24,216,Good
3283,18.33,8.24,216,Good
3284,18.35,8.24,216,Good
3285,18.34,8.24,216,Good
3286,18.35,8.24,216,Good
3287,18.34,8.24,216,Good
3288,18.36,8.24,216,Good
3289,18.36,8.24,216,Good
3290,18.37,8.24,216,Good
3291,18.36,8.24,216,Good
3292,15.5,8.24,216,Good
3293,18.39,8.24,216,Good
3294,18.4,8.24,216,Good
3295,15.5,8.24,216,Good
3296,18.37,8.24,216,Good
3297,18.36,8.24,216,Good
3298,18.35,8.24,216,Good
3299,18.35,8.24,216,Good
3300,18.35,8.24,216,Good
3301,18.34,8.24,216,Good
3302,18.32,8.24,216,Good
3303,18.3,8.24,216,Good
3304,18.27,8.24,216,Good
3305,18.27,8.24,216,Good
3306,18.28,8.24,216,Good
3307,18.29,8.24,216,Good
3308,18.27,8.24,216,Good
3309,18.27,8.24,216,Good
3310,18.26,8.24,216,Good
3311,18.28,8.24,216,Good
3312,18.28,8.24,216,Good
3313,18.26,8.24,216,Good
3314,18.25,8.24,216,Good
3315,18.26,8.24,216,Good
3316,18.25,8.24,216,Good
3317,18.25,8.24,216,Good
3318,18.26,8.24,216,Good
3319,18.25,8.24,216,Good
3320,18.26,8.24,216,Good
3321,18.27,8.24,216,Good
3322,18.27,8.24,216,Good
3323,18.28,8.24,216,Good
3324,18.26,8.24,216,Good
3325,18.24,8.24,216,Good
3326,18.25,8.24,216,Good
3327,18.25,8.24,216,Good
3328,18.26,8.24,215,Good
3329,18.22,8.24,215,Good
3330,18.23,8.24,215,Good
3331,18.25,8.24,215,Good
3332,18.22,8.24,215,Good
3333,18.21,8.24,215,Good
3334,18.21,8.24,215,Good
3335,18.2,8.24,215,Good
3336,18.17,8.24,215,Good
3337,18.15,8.24,215,Good
3338,18.13,8.24,215,Good
3339,18.12,8.24,215,Good
3340,18.14,8.24,215,Good
3341,18.15,8.24,215,Good
3342,18.14,8.24,215,Good
3343,18.13,8.24,215,Good
3344,18.1,8.24,215,Good
3345,18.11,8.24,215,Good
3346,18.13,8.24,215,Good
3347,18.11,8.24,215,Good
3348,18.12,8.24,215,Good
3349,18.1,8.24,215,Good
3350,18.09,8.24,215,Good
3351,18.1,8.24,215,Good
3352,18.09,8.24,215,Good
3353,18.06,8.24,215,Good
3354,16.1,8.24,215,Good
3355,18.06,8.24,215,Good
3356,18.06,8.24,215,Good
3357,16.1,8.24,215,Good
3358,18.1,8.24,215,Good
3359,18.09,8.24,215,Good
3360,18.07,8.24,215,Good
3361,16.1,8.24,215,Good
3362,18.07,8.24,215,Good
3363,18.06,8.24,215,Good
3364,18.06,8.24,215,Good
3365,18.07,8.24,215,Good
3366,18.06,8.24,215,Good
3367,16.1,8.24,215,Good
3368,18.06,8.24,215,Good
3369,16.5,8.24,215,Good
3370,18.03,8.24,215,Good
3371,18.03,8.24,215,Good
3372,18.03,8.24,215,Good
3373,16.5,8.24,215,Good
3374,18.03,8.24,215,Good
3375,18.04,8.24,215,Good
3376,18.03,8.25,215,Good
3377,18.04,8.25,215,Good
3378,18.04,8.25,215,Good
3379,18.03,8.25,215,Good
3380,18.03,8.25,215,Good
3381,16.5,8.25,215,Good
3382,18.04,8.25,215,Good
3383,18.06,8.25,215,Good
3384,18.03,8.25,215,Good
3385,18.01,8.25,215,Good
3386,31.22,8.25,215,Good
3387,18,8.25,215,Good
3388,18,8.25,215,Good
3389,31.22,8.25,215,Good
3390,18,8.25,215,Good
3391,18.02,8.25,215,Good
3392,18.03,8.25,215,Good
3393,16.5,8.25,215,Good
3394,16.5,8.25,215,Good
3395,18.06,8.25,215,Good
3396,16.5,8.25,215,Good
3397,16.5,8.25,215,Good
3398,18.07,8.25,215,Good
3399,18.09,8.25,215,Good
3400,18.06,8.25,215,Good
3401,18.07,8.25,215,Good
3402,16.5,8.25,215,Good
3403,16.5,8.25,215,Good
3404,18.06,8.25,215,Good
3405,18.04,8.25,215,Good
3406,18.06,8.25,215,Good
3407,16.1,8.25,215,Good
3408,18.06,8.25,215,Good
3409,18.06,8.25,215,Good
3410,18.07,9.1,215,Good
3411,16.1,9.1,214,Bad
3412,16.1,9.1,214,Bad
3413,18.09,9.1,214,Good
3414,18.1,9.1,214,Good
3415,18.12,9.1,214,Good
3416,18.15,9.1,214,Good
3417,18.17,9.1,214,Good
3418,18.15,9.1,214,Good
3419,18.17,9.1,214,Good
3420,18.15,9.1,214,Good
3421,18.13,9.1,214,Good
3422,18.11,9.1,214,Good
3423,18.1,9.1,214,Good
3424,16.1,9.1,214,Bad
3425,18.07,9.1,214,Good
3426,18.07,9.1,214,Good
3427,16.1,9.1,214,Bad
3428,18.07,9.1,214,Good
3429,18.1,9.1,214,Good
3430,18.11,9.1,214,Good
3431,18.13,9.1,214,Good
3432,18.15,9.1,214,Good
3433,18.13,9.1,214,Good
3434,18.12,9.1,214,Good
3435,18.11,9.25,214,Good
3436,18.11,9.25,214,Good
3437,18.12,9.25,214,Good
3438,18.12,9.25,214,Good
3439,18.15,9.25,214,Good
3440,18.14,9.25,214,Good
3441,18.13,9.25,214,Good
3442,18.12,9.25,214,Good
3443,18.13,9.25,214,Good
3444,18.15,9.25,214,Good
3445,18.16,9.25,214,Good
3446,18.18,9.25,214,Good
3447,18.19,9.25,214,Good
3448,18.17,9.25,214,Good
3449,18.17,9.25,214,Good
3450,18.16,9.25,214,Good
3451,18.17,9.25,214,Good
3452,18.19,9.25,214,Good
3453,18.17,9.25,214,Good
